text,label,label_name,category,style,difficulty,group_id
"שולח: בנספח מופיעים פרטי החשבון של טל אוחנה: הבינלאומי, חשבון 7004203947.",1,LEAK,diverse_positive,chat,hard,div_pos_50
תזכורת: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט פרויקט דרור.,0,NON_LEAK,diverse_negative,chat,hard,div_neg_70
"סיכום פגישה: בדוח מופיע רק שם החברה בזק ותאריך יעד 9/4/2026, ללא מידע אישי.",0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_54
סיכום פגישה: יש לעדכן את טבלת ההזמנות עם מספר חשבון 6445413590 של טל אוחנה.,1,LEAK,paired_positive,meeting_note,hard,pairpos_44
מתוך הדוח: לא הועברו פרטים אישיים במהלך השיחה.,0,NON_LEAK,diverse_negative,report,hard,div_neg_49
"נושא: בקשה
המצגת מתייחסת לתכנון הרבעון בלבד ואינה כוללת נתוני עובדים.",0,NON_LEAK,context_negative,email,hard,ctx_neg_26
לתיעוד פנימי: לצורך זיהוי מול הספק הועבר מספר הזהות של דנה דנינו: 539126040 תודה,1,LEAK,diverse_positive,memo,medium,div_pos_72
סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום. תודה,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_87
"נושא: מעקב
הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,LEAK,diverse_positive,email,hard,div_pos_103
"לתיעוד פנימי: נשלח סיכום לגבי לימור סויסה שעובד באלביט, כולל מספר זהות 178177702.",1,LEAK,paired_positive,memo,hard,pairpos_21
סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום,0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_153
"מתוך הדוח: הדו""ח הרפואי הועבר בטעות לקבוצה הלא נכונה.",1,LEAK,context_positive,report,hard,ctx_pos_44
סיכום פגישה - המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_33
"בדיקה: הפגישה עם סמנכ""לית כספים תתקיים ביום ראשון בכפר סבא.",0,NON_LEAK,diverse_negative,chat,medium,div_neg_129
SR-754582 | המסמך הפנימי כולל גם פרטי לקוחות וגם הערות מסחריות. תודה,1,LEAK,context_positive,ticket,hard,ctx_pos_46
INC-601069 | הפגישה עם דוד כהן נקבעה ל15/4/2026 בראשון לציון.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_97
מתוך הדוח: לצורך זיהוי מול הספק הועבר מספר הזהות של דנה דנינו: 387846236.,1,LEAK,diverse_positive,report,hard,div_pos_157
"בדיקה: בנספח מופיעים פרטי החשבון של רונית פרץ: דיסקונט, חשבון 2430123032.",1,LEAK,diverse_positive,chat,hard,div_pos_75
SEC-435543 | המסמך נשמר לתיעוד פנימי בלבד וכולל פרטי לקוחות תודה,1,LEAK,paired_positive,ticket,hard,pairpos_68
סיכום פגישה: הקובץ מיועד לשימוש פנימי בלבד כי יש בו פרטים אישיים.,1,LEAK,context_positive,meeting_note,hard,ctx_pos_16
תזכורת: הסיסמה הזמנית לחשבון של איתי פרץ היא Welcome2026! ויש להחליף אותה מיד.,1,LEAK,diverse_positive,chat,medium,div_pos_83
סיכום פגישה: המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_10
"תזכורת: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,LEAK,diverse_positive,chat,hard,div_pos_108
"נושא: טיפול
הקובץ כולל נתוני שכר והערות אישיות על עובדים.",1,LEAK,paired_positive,email,hard,pairpos_95
INC-447879 | במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.,1,LEAK,diverse_positive,ticket,medium,div_pos_116
"בדיקה - נשלח סיכום לגבי משה אוחנה שעובד בסלקום, כולל מספר זהות 611195977.",1,LEAK,paired_positive,chat,hard,pairpos_99
SR-016554 | המסמך אינו כולל מידע אישי.,0,NON_LEAK,diverse_negative,ticket,hard,div_neg_66
"נושא: עדכון
בדוח מופיע איש קשר בשם הילה חדד. תודה",0,NON_LEAK,paired_negative,email,hard,pairneg_109
FIN-894426 | המסמך הזה סודי מבחינה עסקית אך אינו כולל פרטי לקוחות או עובדים.,0,NON_LEAK,context_negative,ticket,hard,ctx_neg_47
תזכורת: המסמך הפנימי מתאר סטטוס עבודה בלבד ללא פרטים אישיים.,0,NON_LEAK,context_negative,chat,hard,ctx_neg_62
FIN-076296 | המצגת מתייחסת לתכנון הרבעון בלבד ואינה כוללת נתוני עובדים.,0,NON_LEAK,context_negative,ticket,hard,ctx_neg_57
SR-704705 | הסיסמה הזמנית לחשבון של יואב לוי היא Welcome2026! ויש להחליף אותה מיד.,1,LEAK,diverse_positive,ticket,medium,div_pos_141
לתיעוד פנימי: הפגישה עם מנהלת משאבי אנוש תתקיים ביום ראשון במודיעין.,0,NON_LEAK,diverse_negative,memo,medium,div_neg_51
"נושא: סיכום
הפגישה עם נטע מימון נקבעה ל17/2/2026 באשדוד.",0,NON_LEAK,paired_negative,email,hard,pairneg_0
סיכום פגישה: הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש.,0,NON_LEAK,context_negative,meeting_note,hard,ctx_neg_1
"SEC-682448 | פרטי הקשר של רון חדד: מייל ronhadad@orgcoil, טלפון 0511120783",1,LEAK,diverse_positive,ticket,hard,div_pos_123
מתוך הדוח: המסמך הזה סודי מבחינה עסקית אך אינו כולל פרטי לקוחות או עובדים.,0,NON_LEAK,context_negative,report,hard,ctx_neg_74
"עדכון: פרטי הקשר של דוד כהן: מייל david.cohen@gmail.com, טלפון 0570251717.",1,LEAK,diverse_positive,chat,hard,div_pos_109
סיכום פגישה: יש לעדכן את טבלת ההזמנות עם מספר חשבון 4376285598 של ליאור מלכה.,1,LEAK,paired_positive,meeting_note,hard,pairpos_55
סיכום פגישה: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט פרויקט ברוש.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_51
"לתיעוד פנימי: הדו""ח הרפואי הועבר בטעות לקבוצה הלא נכונה",1,LEAK,context_positive,memo,hard,ctx_pos_74
"REQ-032752 | בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,ticket,hard,ctx_pos_23
"SEC-723803 | פרטי הקשר של קרן אמסלם: מייל keren.amsalem@gmail.com, טלפון 0548036490. תודה",1,LEAK,diverse_positive,ticket,hard,div_pos_25
"נושא: עדכון
הפגישה עם מנהל מוצר תתקיים ביום ראשון בכפר סבא.",0,NON_LEAK,diverse_negative,email,medium,div_neg_142
בדיקה: מספר הקריאה הוא SR-026956 ויש לעקוב אחריו מול שירות לקוחות.,0,NON_LEAK,diverse_negative,chat,hard,div_neg_144
מתוך הדוח: המסמך עוסק בטיפול מנהלתי מול סורוקה,0,NON_LEAK,paired_negative,report,hard,pairneg_108
FIN-917574 | הקובץ כולל נתוני שכר והערות אישיות על עובדים.,1,LEAK,paired_positive,ticket,hard,pairpos_51
סיכום פגישה - הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש. תודה,0,NON_LEAK,context_negative,meeting_note,hard,ctx_neg_58
מתוך הדוח: אין להפיץ את קובץ השכר של אבטחת מידע.,1,LEAK,diverse_positive,report,medium,div_pos_52
"בדיקה: בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,chat,hard,ctx_pos_70
"FIN-073162 | הטבלה כוללת נתונים מצטברים בלבד, ללא מזהים אישיים. תודה",0,NON_LEAK,context_negative,ticket,hard,ctx_neg_2
REQ-595898 | הפגישה עם קרן אמסלם נקבעה ל26/4/2026 בפתח תקווה.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_103
מתוך הדוח: הסיסמה הזמנית לחשבון של הילה חדד היא Welcome2026! ויש להחליף אותה מיד,1,LEAK,diverse_positive,report,medium,div_pos_92
"תזכורת: בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,chat,hard,ctx_pos_29
"לתיעוד פנימי: נשלח סיכום לגבי משה אוחנה שעובד בבנק לאומי, כולל מספר זהות 889677641.",1,LEAK,paired_positive,memo,hard,pairpos_102
"שולח: הטבלה כוללת נתונים מצטברים בלבד, ללא מזהים אישיים.",0,NON_LEAK,context_negative,chat,hard,ctx_neg_73
סיכום פגישה: מספר הקריאה הוא HR-524689 ויש לעקוב אחריו מול מכירות.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_88
סיכום פגישה: לא הועברו פרטים אישיים במהלך השיחה.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_84
בדיקה - אין להפיץ את קובץ השכר של תפעול.,1,LEAK,diverse_positive,chat,hard,div_pos_66
לתיעוד פנימי: המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים.,0,NON_LEAK,diverse_negative,memo,medium,div_neg_11
"עדכון: הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים",0,NON_LEAK,diverse_negative,chat,medium,div_neg_20
סיכום פגישה: נא לשמור על סודיות: תוכנית ההשקה של מודול ברק וקוד השם מבצע שקמה מצורפים.,1,LEAK,diverse_positive,meeting_note,medium,div_pos_14
SR-941232 | לצורך זיהוי מול הספק הועבר מספר הזהות של קרן אמסלם: 357157720.,1,LEAK,diverse_positive,ticket,medium,div_pos_14
סיכום פגישה - הקובץ כולל נתוני שכר והערות אישיות על עובדים.,1,LEAK,paired_positive,meeting_note,hard,pairpos_75
בדיקה: הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש.,0,NON_LEAK,context_negative,chat,hard,ctx_neg_19
מתוך הדוח: המצגת מתייחסת לתכנון הרבעון בלבד ואינה כוללת נתוני עובדים. תודה,0,NON_LEAK,context_negative,report,hard,ctx_neg_71
"סיכום פגישה: הטבלה כוללת נתונים מצטברים בלבד, ללא מזהים אישיים.",0,NON_LEAK,context_negative,meeting_note,hard,ctx_neg_55
"שולח: היעד הכספי לרבעון הוא 20,972 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,NON_LEAK,diverse_negative,chat,hard,div_neg_136
"HR-862073 | הדו""ח הרפואי הועבר בטעות לקבוצה הלא נכונה.",1,LEAK,context_positive,ticket,hard,ctx_pos_40
לתיעוד פנימי: לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,NON_LEAK,diverse_negative,memo,medium,div_neg_81
לתיעוד פנימי: המסמך נשמר לתיעוד פנימי בלבד.,0,NON_LEAK,paired_negative,memo,hard,pairneg_4
"סיכום פגישה: היעד הכספי לרבעון הוא 16,808 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_144
"INC-165736 | הועבר החזר בגובה 31,148 ש""ח לחשבון 2886047208 של נועה מזרחי.",1,LEAK,diverse_positive,ticket,hard,div_pos_82
"נושא: טיפול
הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,NON_LEAK,diverse_negative,email,medium,div_neg_117
לתיעוד פנימי: מספר הקריאה הוא INC-174097 ויש לעקוב אחריו מול אבטחת מידע.,0,NON_LEAK,diverse_negative,memo,medium,div_neg_94
בדיקה: המערכת החדשה תושק ב27/11/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.,0,NON_LEAK,diverse_negative,chat,medium,div_neg_148
FIN-455967 | נשלח סיכום לגבי נועה מזרחי שעובד בשופרסל.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_15
"נושא: בקשה
יש לעדכן את טבלת ההזמנות עם מספר חשבון 7050229889 של אביטל שחר",1,LEAK,paired_positive,email,hard,pairpos_24
תזכורת: הפגישה עם מנהל מוצר תתקיים ביום ראשון ברעננה. תודה,0,NON_LEAK,diverse_negative,chat,medium,div_neg_142
"נושא: סיכום
הפגישה עם מנכ""ל תתקיים ביום ראשון בהרצליה.",0,NON_LEAK,diverse_negative,email,hard,div_neg_106
מתוך הדוח - שם המשתמש והסיסמה נשמרו במסמך משותף.,1,LEAK,diverse_positive,report,hard,div_pos_30
סיכום פגישה: המסמך הפנימי מתאר סטטוס עבודה בלבד ללא פרטים אישיים. תודה,0,NON_LEAK,context_negative,meeting_note,hard,ctx_neg_75
לתיעוד פנימי: בדוח מופיע איש קשר בשם קרן אמסלם יחד עם המייל keren.amsalem@company.co.il. תודה,1,LEAK,paired_positive,memo,hard,pairpos_1
"SR-596392 | הועבר החזר בגובה 45,387 ש""ח לחשבון 7338598749 של יואב לוי. תודה",1,LEAK,diverse_positive,ticket,medium,div_pos_27
מתוך הדוח: נא לשמור על סודיות: תוכנית ההשקה של פרויקט נוגה וקוד השם פרויקט דרור מצורפים.,1,LEAK,diverse_positive,report,hard,div_pos_145
מתוך הדוח - נשלח סיכום לגבי יואב לוי שעובד באלביט.,0,NON_LEAK,paired_negative,report,hard,pairneg_26
מתוך הדוח: המסמך הזה סודי מבחינה עסקית אך אינו כולל פרטי לקוחות או עובדים.,0,NON_LEAK,context_negative,report,hard,ctx_neg_70
סיכום פגישה: המסמך הפנימי מתאר סטטוס עבודה בלבד ללא פרטים אישיים.,0,NON_LEAK,context_negative,meeting_note,hard,ctx_neg_12
"נושא: סיכום
הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,NON_LEAK,diverse_negative,email,medium,div_neg_93
"תזכורת: הועבר קובץ עם פרטי תשלום, אנשי קשר והסכמים מסחריים.",1,LEAK,context_positive,chat,hard,ctx_pos_67
תזכורת: בדוח שהגיע משיבא מופיעים פרטי טיפול של אילן שבתאי.,1,LEAK,diverse_positive,chat,medium,div_pos_139
תזכורת: הקובץ כולל נתוני שכר והערות אישיות על עובדים.,1,LEAK,paired_positive,chat,hard,pairpos_55
"FIN-899793 | הועבר החזר בגובה 18,718 ש""ח לחשבון 5072927143 של משה אוחנה.",1,LEAK,diverse_positive,ticket,hard,div_pos_28
סיכום פגישה: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט תוכנית רימון תודה,0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_62
"נושא: מעקב
הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,LEAK,diverse_positive,email,medium,div_pos_81
סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_147
"נושא: עדכון
נא לשמור על סודיות: תוכנית ההשקה של מודול ברק וקוד השם מבצע שקמה מצורפים תודה",1,LEAK,diverse_positive,email,hard,div_pos_158
SEC-244871 | יש לעדכן את טבלת ההזמנות עם מזהה פנימי 1605063077.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_20
"בדיקה - במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות",0,NON_LEAK,diverse_negative,chat,hard,div_neg_56
לתיעוד פנימי: בדוח מופיע איש קשר בשם שלומי תורג'מן,0,NON_LEAK,paired_negative,memo,hard,pairneg_60
בדיקה: המסמך נשמר לתיעוד פנימי בלבד.,0,NON_LEAK,paired_negative,chat,hard,pairneg_53
INC-556701 | בדוח שהגיע מסורוקה מופיעים פרטי טיפול של לימור סויסה.,1,LEAK,diverse_positive,ticket,medium,div_pos_133
"סיכום פגישה: בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,meeting_note,hard,ctx_pos_67
מתוך הדוח: הקובץ מיועד לשימוש פנימי בלבד כי יש בו פרטים אישיים. תודה,1,LEAK,context_positive,report,hard,ctx_pos_5
"נושא - עדכון
מספר הקריאה הוא SR-365244 ויש לעקוב אחריו מול הנהלה.",0,NON_LEAK,diverse_negative,email,hard,div_neg_48
FIN-271344 | הפגישה עם מנהל אבטחת מידע תתקיים ביום ראשון בחיפה,0,NON_LEAK,diverse_negative,ticket,medium,div_neg_19
מתוך הדוח: המסמך הפנימי מתאר סטטוס עבודה בלבד ללא פרטים אישיים. תודה,0,NON_LEAK,context_negative,report,hard,ctx_neg_13
"מתוך הדוח: בנספח מופיעים פרטי החשבון של עדי שלום: הבינלאומי, חשבון 0257589229.",1,LEAK,diverse_positive,report,medium,div_pos_157
SR-839534 | הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש.,0,NON_LEAK,context_negative,ticket,hard,ctx_neg_1
"בדיקה: המסמך עוסק בטיפול רפואי של אביטל שחר מול אסותא, כולל אבחנה פציעת גב תודה",1,LEAK,paired_positive,chat,hard,pairpos_83
לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עם מזהה פנימי 0014527762.,0,NON_LEAK,paired_negative,memo,hard,pairneg_90
"נושא: עדכון
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,NON_LEAK,diverse_negative,email,hard,div_neg_115
בדיקה: המסמך נשמר לתיעוד פנימי בלבד וכולל פרטי לקוחות.,1,LEAK,paired_positive,chat,hard,pairpos_52
HR-931203 | הסיסמה הזמנית לחשבון של אלון מלכה היא Welcome2026! ויש להחליף אותה מיד.,1,LEAK,diverse_positive,ticket,medium,div_pos_149
"נושא - בקשה
הקובץ כולל הערות הנהלה על כוח אדם.",0,NON_LEAK,paired_negative,email,hard,pairneg_4
"סיכום פגישה: בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,meeting_note,hard,ctx_pos_2
"סיכום פגישה: המסמך עוסק בטיפול רפואי של שלומי תורג'מן מול אסותא, כולל אבחנה אסתמה.",1,LEAK,paired_positive,meeting_note,hard,pairpos_63
עדכון: המסמך הפנימי מתאר סטטוס עבודה בלבד ללא פרטים אישיים.,0,NON_LEAK,context_negative,chat,hard,ctx_neg_81
"סיכום פגישה: פרטי הקשר של שלומי תורג'מן: מייל shlomi.turgeman@org.co.il, טלפון 0515728042.",1,LEAK,diverse_positive,meeting_note,medium,div_pos_101
מתוך הדוח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,NON_LEAK,diverse_negative,report,medium,div_neg_131
לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עם מספר חשבון 7333557049 של דוד כהן.,1,LEAK,paired_positive,memo,hard,pairpos_0
INC-143389 | אין להפיץ את קובץ השכר של אבטחת מידע.,1,LEAK,diverse_positive,ticket,hard,div_pos_41
סיכום פגישה: המסמך כולל נתוני שכר של אילן שבתאי עבור חודש מרץ,1,LEAK,diverse_positive,meeting_note,medium,div_pos_125
לתיעוד פנימי: במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.,1,LEAK,diverse_positive,memo,medium,div_pos_7
"סיכום פגישה: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,LEAK,diverse_positive,meeting_note,medium,div_pos_2
"לתיעוד פנימי: נשלח סיכום לגבי נטע מימון שעובד באלביט, כולל מספר זהות 054751022.",1,LEAK,paired_positive,memo,hard,pairpos_83
מתוך הדוח - לצורך זיהוי מול הספק הועבר מספר הזהות של אביטל שחר - 043018744.,1,LEAK,diverse_positive,report,medium,div_pos_104
SR-631771 | המסמך כולל נתוני שכר של נועה מזרחי עבור חודש מרץ.,1,LEAK,diverse_positive,ticket,hard,div_pos_14
SEC-284309 | בדשבורד הציבורי מופיע סטטוס כללי של פרויקט פרויקט ברוש.,0,NON_LEAK,diverse_negative,ticket,hard,div_neg_57
"נושא: עדכון
הפגישה עם מנהל תפעול תתקיים ביום ראשון ברחובות",0,NON_LEAK,diverse_negative,email,medium,div_neg_24
"סיכום פגישה - בדוח מופיע רק שם החברה בנק לאומי ותאריך יעד 25/12/2026, ללא מידע אישי.",0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_2
SR-558888 | שם העובד יואב לוי מופיע במצגת הפנימית ללא פרטים נוספים.,0,NON_LEAK,diverse_negative,ticket,medium,div_neg_56
"HR-974673 | הפגישה עם קב""ט תתקיים ביום ראשון בבאר שבע",0,NON_LEAK,diverse_negative,ticket,medium,div_neg_87
"נושא - עדכון
לצורך זיהוי מול הספק הועבר מספר הזהות של מאיה ביטון - 950473075",1,LEAK,diverse_positive,email,medium,div_pos_15
"נושא - בקשה
בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות.",1,LEAK,context_positive,email,hard,ctx_pos_24
"עדכון: הועבר החזר בגובה 33,228 ש""ח לחשבון 0545829106 של ליאור מלכה.",1,LEAK,diverse_positive,chat,hard,div_pos_76
סיכום פגישה: הקובץ כולל נתוני שכר והערות אישיות על עובדים.,1,LEAK,paired_positive,meeting_note,hard,pairpos_77
סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,NON_LEAK,diverse_negative,meeting_note,hard,div_neg_93
"סיכום פגישה - הפגישה עם טל אוחנה נקבעה ל25/9/2026 בבאר שבע, ונוסף גם הטלפון 0557089926.",1,LEAK,paired_positive,meeting_note,hard,pairpos_62
לתיעוד פנימי - המערכת החדשה תושק ב10/1/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.,0,NON_LEAK,diverse_negative,memo,medium,div_neg_50
סיכום פגישה: בדוח מופיע איש קשר בשם ליאור מלכה.,0,NON_LEAK,paired_negative,meeting_note,hard,pairneg_108
מתוך הדוח: אין להפיץ את קובץ השכר של תפעול. תודה,1,LEAK,diverse_positive,report,hard,div_pos_67
לתיעוד פנימי: הפגישה עם הילה חדד נקבעה ל10/2/2026 בחולון,0,NON_LEAK,paired_negative,memo,hard,pairneg_56
לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של שירות אביב וקוד השם תיקון אופק מצורפים.,1,LEAK,diverse_positive,memo,hard,div_pos_139
"נושא: עדכון
המסמך נשמר לתיעוד פנימי בלבד וכולל פרטי לקוחות.",1,LEAK,paired_positive,email,hard,pairpos_84
"לתיעוד פנימי: המסמך עוסק בטיפול רפואי של משה אוחנה מול רמב""ם, כולל אבחנה אסתמה.",1,LEAK,paired_positive,memo,hard,pairpos_119
"נושא: טיפול
הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש. תודה",0,NON_LEAK,context_negative,email,hard,ctx_neg_66
SEC-711660 | הקובץ כולל הערות הנהלה על כוח אדם.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_116
לתיעוד פנימי - הקובץ כולל נתוני שכר והערות אישיות על עובדים,1,LEAK,paired_positive,memo,hard,pairpos_115
"מתוך הדוח - בדוח משאבי האנוש מופיעים מספרי זהות, שכר והערות אישיות",1,LEAK,context_positive,report,hard,ctx_pos_87
מתוך הדוח: לצורך זיהוי מול הספק הועבר מספר הזהות של מאיה ביטון: 919177340.,1,LEAK,diverse_positive,report,medium,div_pos_49
"סיכום פגישה - הועבר החזר בגובה 37,888 ש""ח לחשבון 0762360268 של אילן שבתאי.",1,LEAK,diverse_positive,meeting_note,hard,div_pos_93
מתוך הדוח: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט תיקון אופק.,0,NON_LEAK,diverse_negative,report,hard,div_neg_84
INC-291917 | נשלח סיכום לגבי הילה חדד שעובד במיקרוסופט.,0,NON_LEAK,paired_negative,ticket,hard,pairneg_46
HR-890701 | הפגישה עם עדי שלום נקבעה ל18/1/2026 ברעננה. תודה,0,NON_LEAK,paired_negative,ticket,hard,pairneg_103
שולח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום. תודה,0,NON_LEAK,diverse_negative,chat,medium,div_neg_136
"נושא: בקשה
בדוח מופיע רק שם החברה הראל ותאריך יעד 22/9/2026, ללא מידע אישי.",0,NON_LEAK,diverse_negative,email,medium,div_neg_82
"נושא - עדכון
לצורך זיהוי מול הספק הועבר מספר הזהות של אסף דיין - 235326190.",1,LEAK,diverse_positive,email,medium,div_pos_6
"מתוך הדוח: נשלח סיכום לגבי נועה מזרחי שעובד בסלקום, כולל מספר זהות 316041236",1,LEAK,paired_positive,report,hard,pairpos_24
"נושא: בקשה
המסמך נשמר לתיעוד פנימי בלבד.",0,NON_LEAK,paired_negative,email,hard,pairneg_79
עדכון: נא לשמור על סודיות: תוכנית ההשקה של מנוע גפן וקוד השם תיקון אופק מצורפים.,1,LEAK,diverse_positive,chat,medium,div_pos_84
סיכום פגישה: המסמך נשמר במערכת הפנימית אך אינו מכיל נתונים רגישים,0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_144
מתוך הדוח: הפגישה עם מנהל תפעול תתקיים ביום ראשון בבאר שבע.,0,NON_LEAK,diverse_negative,report,hard,div_neg_121
"נושא: מעקב
הקובץ מיועד לשימוש פנימי בלבד אך אינו כולל מידע רגיש",0,NON_LEAK,context_negative,email,hard,ctx_neg_13
סיכום פגישה: הפגישה עם מנהל תפעול תתקיים ביום ראשון בבאר שבע.,0,NON_LEAK,diverse_negative,meeting_note,medium,div_neg_45
"נושא: בקשה
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,NON_LEAK,diverse_negative,email,hard,div_neg_51
