text,label,label_name,category,style,difficulty,group_id
  לתיעוד פנימי: נדרש לתאם פגישה עם עמית אלקיים בנושא פרויקט דרור; אין לצרף פרטי זיהוי אישיים. צריך לסגור את זה מול ראש צוות.,0,NON_LEAK,borderline_non_leak,memo,medium,borderline_non_leak|memo|medium
  תיעדתי כאן - הקובץ שנשלח מהכספים כולל פרטי חיוב אישיים וסכומים ללקוחות צריך לסגור את זה מול יועץ משפטי,1,LEAK,financial,chat,medium,financial|chat|medium
לתיעוד פנימי: סיכום השימוע של עדי שלום הועבר בטעות לקבוצה הלא נכונה.,1,LEAK,hr_legal,memo,hard,hr_legal|memo|hard
סיכום פגישה: נדרש לתאם פגישה עם שירה אברהם בנושא מיזם תמר; אין לצרף פרטי זיהוי אישיים.,0,NON_LEAK,borderline_non_leak,meeting_note,medium,borderline_non_leak|meeting_note|medium
מתוך הדוח: הצוות הציג את מערכת קשת בכנס מקצועי שנערך בהרצליה כרגע זה פתוח לטיפול של שיווק,0,NON_LEAK,public_general,report,medium,public_general|report|medium
לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של מודול ברק וקוד השם מבצע שקמה מצורפים. התיעוד נשמר תחת תוכנית רימון.,1,LEAK,business_confidential,memo,easy,business_confidential|memo|easy
"  סיכום פגישה: גרסה 4/9/2026 נדחתה בשבוע, אבל אין במסמך מידע אישי התיעוד נשמר תחת תוכנית רימון",0,NON_LEAK,hard_negatives_with_numbers,meeting_note,medium,hard_negatives_with_numbers|meeting_note|medium
"REQ-434204 | פרטי הקשר של מאיה ביטון: מייל maya.biton@gmail.com, טלפון 0578927711. צריך לסגור את זה מול סמנכ""לית כספים.",1,LEAK,direct_pii,ticket,hard,direct_pii|ticket|hard
"נושא: מעקב
הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.",0,NON_LEAK,operational_internal,email,medium,operational_internal|email|medium
"מתוך הדוח: לפי המסמך הרפואי של שרון סעדה, יש מעקב בנושא אלרגיה חריפה",1,LEAK,medical,report,medium,medical|report|medium
מתוך הדוח - שולח שוב כדי שלא יתפספס - המצגת עודכנה והקישור נשאר אותו קישור. התיעוד נשמר תחת תוכנית רימון. תודה,0,NON_LEAK,chatty_realistic,report,hard,chatty_realistic|report|hard
"סיכום פגישה: לידיעתך, הלקוח ביקש שנעבוד מול הצוות הטכני ולא דרך ההנהלה.",0,NON_LEAK,chatty_realistic,meeting_note,medium,chatty_realistic|meeting_note|medium
מעדכן - הסיסמה הזמנית לחשבון של אורן אברהם היא Welcome2026! ויש להחליף אותה מיד.,1,LEAK,credentials,chat,medium,credentials|chat|medium
REQ-936118 | הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום תודה,0,NON_LEAK,operational_internal,ticket,hard,operational_internal|ticket|hard
"  נושא: טיפול
הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות",1,LEAK,business_confidential,email,medium,business_confidential|email|medium
"שימי לב - לפי המסמך הרפואי של אורן אברהם, יש מעקב בנושא אלרגיה חריפה.",1,LEAK,medical,chat,easy,medical|chat|easy
"לתיעוד פנימי - במסמך המשפטי יש רשימת עובדים, תלונות פנימיות ופרטים אישיים. המידע הזה נשמר כרגע בבסלאק.",1,LEAK,hr_legal,memo,hard,hr_legal|memo|hard
לתיעוד פנימי: תאריך ההשקה של פלטפורמת ארז נקבע ל27/10/2026 והמסמך מסווג פנימי.,1,LEAK,business_confidential,memo,hard,business_confidential|memo|hard
"לתיעוד פנימי: גרסה 11/1/2026 נדחתה בשבוע, אבל אין במסמך מידע אישי. המידע הזה נשמר כרגע בבמייל.",0,NON_LEAK,hard_negatives_with_numbers,memo,easy,hard_negatives_with_numbers|memo|easy
"  REQ-544368 | קוד האימות של אורן אברהם הוא 483921, לא להעביר הלאה. כרגע זה פתוח לטיפול של רכש.",1,LEAK,credentials,ticket,medium,credentials|ticket|medium
דחוף - נדרש לתאם פגישה עם מיכל כהן בנושא פרויקט דרור; אין לצרף פרטי זיהוי אישיים.,0,NON_LEAK,borderline_non_leak,chat,easy,borderline_non_leak|chat|easy
"מתוך הדוח - סיכום הנהלה - מוצר אופק עולה לאוויר ב-3/6/2026, לא לשתף מחוץ לצוות תודה",1,LEAK,business_confidential,report,hard,business_confidential|report|hard
"REQ-038539 | לידיעתך, הלקוח ביקש שנעבוד מול הצוות הטכני ולא דרך ההנהלה. התיעוד נשמר תחת תוכנית רימון.",0,NON_LEAK,chatty_realistic,ticket,easy,chatty_realistic|ticket|easy
"תיעדתי כאן - היעד הכספי לרבעון הוא 28,596 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,NON_LEAK,hard_negatives_with_numbers,chat,medium,hard_negatives_with_numbers|chat|medium
"נושא: בקשה
הצוות הציג את מודול ברק בכנס מקצועי שנערך באשדוד.",0,NON_LEAK,public_general,email,easy,public_general|email|easy
HR-700289 | הפגישה עם מנהל אבטחת מידע תתקיים ביום ראשון בחיפה.,0,NON_LEAK,operational_internal,ticket,easy,operational_internal|ticket|easy
"נושא: בקשה
מפתח ה-API של סביבת הפיתוח נשמר כרגע במסמך המצורף.",1,LEAK,credentials,email,hard,credentials|email|hard
לתיעוד פנימי: הקובץ שנשלח מהכספים כולל פרטי חיוב אישיים וסכומים ללקוחות.,1,LEAK,financial,memo,medium,financial|memo|medium
"נושא: טיפול
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,NON_LEAK,chatty_realistic,email,easy,chatty_realistic|email|easy
"FIN-531678 | הועבר החזר בגובה 12,999 ש""ח לחשבון 1726504971 של רון חדד. לא להעביר את זה מעבר לצוות.",1,LEAK,financial,ticket,easy,financial|ticket|easy
"לתיעוד פנימי - הטופס כולל שם מלא, כתובת הגליל 3, ראשון לציון, וסכום החזר 40,450 ש""ח.",1,LEAK,mixed_context,memo,hard,mixed_context|memo|hard
"לידיעתך - יש לעדכן את טבלת הסניפים: באר שבע, רעננה, תל אביב. צריך לסגור את זה מול מנכ""ל.",0,NON_LEAK,hard_negatives_with_numbers,chat,medium,hard_negatives_with_numbers|chat|medium
לידיעתך - מספר הטלפון של ניר ביטון הוא 0528106093 ולכן אם צריך המשך טיפול תעדכנו במייל. התיעוד נשמר תחת תוכנית רימון.,1,LEAK,direct_pii,chat,easy,direct_pii|chat|easy
סיכום פגישה - הצוות הציג את מוצר אופק בכנס מקצועי שנערך ברעננה.,0,NON_LEAK,public_general,meeting_note,hard,public_general|meeting_note|hard
"לתיעוד פנימי: במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות המידע הזה נשמר כרגע בבמסמך הפנימי",0,NON_LEAK,chatty_realistic,memo,medium,chatty_realistic|memo|medium
סיכום פגישה: תאריך ההשקה של מוצר הדס נקבע ל3/11/2026 והמסמך מסווג פנימי.,1,LEAK,business_confidential,meeting_note,easy,business_confidential|meeting_note|easy
"נא לטפל - המסמך מפרט מהלך רכישה אפשרי ופרטי מו""מ שטרם פורסמו. התיעוד נשמר תחת מיזם תמר.",1,LEAK,business_confidential,chat,easy,business_confidential|chat|easy
"נושא - מעקב
נא לא להפיץ את דוח הגבייה; הוא כולל מספר כרטיס 3100373499935114 של דנה דנינו תודה",1,LEAK,financial,email,hard,financial|email|hard
"לתיעוד פנימי: לפי המסמך הרפואי של דנה דנינו, יש מעקב בנושא דלקת ריאות. כרגע זה פתוח לטיפול של שירות לקוחות.",1,LEAK,medical,memo,easy,medical|memo|easy
"נושא - מעקב
תאריך ההשקה של מודול ברק נקבע ל21/10/2026 והמסמך מסווג פנימי",1,LEAK,business_confidential,email,hard,business_confidential|email|hard
"REQ-982788 | סיכום הישיבה כולל נושאים פתוחים, תלותים ולו""ז כללי.",0,NON_LEAK,operational_internal,ticket,easy,operational_internal|ticket|easy
סיכום פגישה: שם העובד הילה חדד מופיע במצגת הפנימית ללא פרטים נוספים,0,NON_LEAK,borderline_non_leak,meeting_note,hard,borderline_non_leak|meeting_note|hard
לתיעוד פנימי: הצוות הציג את פלטפורמת ארז בכנס מקצועי שנערך בבאר שבע.,0,NON_LEAK,public_general,memo,easy,public_general|memo|easy
"INC-906153 | הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,NON_LEAK,borderline_non_leak,ticket,easy,borderline_non_leak|ticket|easy
"לידיעתך - במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות. המידע הזה נשמר כרגע בבסלאק.",0,NON_LEAK,chatty_realistic,chat,medium,chatty_realistic|chat|medium
REQ-122122 | לקראת ישיבת אבטחת מידע נשלחו גם פרטי הקשר של הילה חדד (0563580400) וגם תאריך ההשקה 6/6/2026 המידע הזה נשמר כרגע בבטלפון,1,LEAK,mixed_context,ticket,hard,mixed_context|ticket|hard
"לתיעוד פנימי: בטבלת ההחזר מופיעים שם הלקוח טל אוחנה, תעודת זהות 046857471 וסכום 30,150 ש""ח.",1,LEAK,financial,memo,medium,financial|memo|medium
"INC-496667 | קוד האימות של דנה דנינו הוא 483921, לא להעביר הלאה. המידע הזה נשמר כרגע בבמסמך הפנימי.",1,LEAK,credentials,ticket,easy,credentials|ticket|easy
"מתוך הדוח: היעד הכספי לרבעון הוא 8,729 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,NON_LEAK,hard_negatives_with_numbers,report,easy,hard_negatives_with_numbers|report|easy
מתוך הדוח: הצוות הציג את פרויקט נוגה בכנס מקצועי שנערך בפתח תקווה.,0,NON_LEAK,public_general,report,medium,public_general|report|medium
"נושא: המשך טיפול
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,NON_LEAK,chatty_realistic,email,medium,chatty_realistic|email|medium
"לתיעוד פנימי: לפי המסמך הרפואי של ליאור מלכה, יש מעקב בנושא חרדה.",1,LEAK,medical,memo,easy,medical|memo|easy
HR-317257 | בקובץ מופיע מזהה פנימי 2369434663 של הזמנה ולא חשבון בנק,0,NON_LEAK,hard_negatives_with_numbers,ticket,hard,hard_negatives_with_numbers|ticket|hard
"HR-755829 | הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,LEAK,credentials,ticket,easy,credentials|ticket|easy
מעדכן - מחר נציג את גרסה 4.2 להנהלה בלי לצרף מסמכים נלווים. המידע הזה נשמר כרגע בבטלפון.,0,NON_LEAK,operational_internal,chat,easy,operational_internal|chat|easy
עדכון קצר - מפתח ה-API של סביבת הפיתוח נשמר כרגע במסמך המצורף.,1,LEAK,credentials,chat,easy,credentials|chat|easy
SR-015302 | נדרש לרכז משימות של שירות לקוחות לקראת תכנון רבעוני. תודה,0,NON_LEAK,operational_internal,ticket,hard,operational_internal|ticket|hard
מתוך הדוח: בתיק הרפואי של אילן שבתאי מצוינת אבחנה של אסתמה; אסור להעביר את זה החוצה.,1,LEAK,medical,report,medium,medical|report|medium
"INC-023766 | הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים צריך לסגור את זה מול מנכ""ל",0,NON_LEAK,borderline_non_leak,ticket,medium,borderline_non_leak|ticket|medium
REQ-808668 | תזכורת: לסגור את כל הסעיפים הפתוחים לפני הישיבה של יום ראשון זה מופיע גם בפורטל הלקוחות,0,NON_LEAK,chatty_realistic,ticket,medium,chatty_realistic|ticket|medium
"סיכום פגישה: המסמך מפרט מהלך רכישה אפשרי ופרטי מו""מ שטרם פורסמו.",1,LEAK,business_confidential,meeting_note,easy,business_confidential|meeting_note|easy
מתוך הדוח: הלקוחה אלון מלכה ביקשה שנשמור את 0518190233 ואת alonmalka@gmailcom רק בתוך הצוות,1,LEAK,direct_pii,report,medium,direct_pii|report|medium
"נושא: המשך טיפול
הלקוחה עמית אלקיים ביקשה שנשמור את 0541346288 ואת amitelkayim@companycoil רק בתוך הצוות צריך לסגור את זה מול מנהל מוצר",1,LEAK,direct_pii,email,hard,direct_pii|email|hard
סיכום פגישה: תעדכני בבקשה אם המוצר עולה לדמו מחר או שדוחים לשבוע הבא. צריך לסגור את זה מול מנהלת משאבי אנוש.,0,NON_LEAK,chatty_realistic,meeting_note,easy,chatty_realistic|meeting_note|easy
"נושא: טיפול
יש לעדכן את טבלת הסניפים: רעננה, תל אביב, נתניה.",0,NON_LEAK,hard_negatives_with_numbers,email,easy,hard_negatives_with_numbers|email|easy
שולח שוב - שופרסל פרסמה הודעה רשמית על הרחבת הפעילות ברעננה. זה מופיע גם בהדשבורד הציבורי.,0,NON_LEAK,public_general,chat,medium,public_general|chat|medium
"מתוך הדוח - הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות. לא להעביר את זה מעבר לצוות.",1,LEAK,business_confidential,report,hard,business_confidential|report|hard
"נושא: מעקב
גרסה 19/1/2026 נדחתה בשבוע, אבל אין במסמך מידע אישי. המידע הזה נשמר כרגע בבמערכת CRM.",0,NON_LEAK,hard_negatives_with_numbers,email,easy,hard_negatives_with_numbers|email|easy
"SR-108631 | הכתובת המעודכנת של ניר ביטון היא הנביאים 14, ראשון לציון.",1,LEAK,direct_pii,ticket,medium,direct_pii|ticket|medium
"נושא: מעקב
בנספח מופיעים פרטי החשבון של יואב לוי: דיסקונט, חשבון 8367126294.",1,LEAK,financial,email,easy,financial|email|easy
"נושא: סיכום
מחר נציג את גרסה 4.2 להנהלה בלי לצרף מסמכים נלווים. כרגע זה פתוח לטיפול של אבטחת מידע.",0,NON_LEAK,operational_internal,email,easy,operational_internal|email|easy
REQ-332793 | הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום. צריך לסגור את זה מול יועץ משפטי.,0,NON_LEAK,operational_internal,ticket,hard,operational_internal|ticket|hard
"  מעדכן - הכתובת המעודכנת של הילה חדד היא ויצמן 18, ירושלים. לא להעביר את זה מעבר לצוות.",1,LEAK,direct_pii,chat,medium,direct_pii|chat|medium
סיכום פגישה - סיכום השימוע של מאיה ביטון הועבר בטעות לקבוצה הלא נכונה.,1,LEAK,hr_legal,meeting_note,hard,hr_legal|meeting_note|hard
לתיעוד פנימי: הצוות הציג את שירות אביב בכנס מקצועי שנערך בתל אביב. התיעוד נשמר תחת פרויקט ברוש.,0,NON_LEAK,public_general,memo,easy,public_general|memo|easy
"  נושא: המשך טיפול
מספר הטלפון של אורן אברהם הוא 0572428650 ולכן אם צריך המשך טיפול תעדכנו במייל המידע הזה נשמר כרגע בבמייל",1,LEAK,direct_pii,email,medium,direct_pii|email|medium
מתוך הדוח: לצורך הזיהוי מול הספק הועבר מספר הזהות של מאיה ביטון: 261291764.,1,LEAK,direct_pii,report,easy,direct_pii|report|easy
"סיכום פגישה: הכתובת המעודכנת של עדי שלום היא הנביאים 14, ירושלים.",1,LEAK,direct_pii,meeting_note,easy,direct_pii|meeting_note|easy
סיכום פגישה: בדוח שהגיע מסורוקה מופיעים פרטי טיפול של אילן שבתאי תודה,1,LEAK,medical,meeting_note,hard,medical|meeting_note|hard
  סיכום פגישה: תזכורת: לסגור את כל הסעיפים הפתוחים לפני הישיבה של יום ראשון,0,NON_LEAK,chatty_realistic,meeting_note,medium,chatty_realistic|meeting_note|medium
מתוך הדוח: נדרש לרכז משימות של שירות לקוחות לקראת תכנון רבעוני. זה מופיע גם בהודעה לעיתונות.,0,NON_LEAK,operational_internal,report,easy,operational_internal|report|easy
"נושא: מעקב
סיכום הישיבה כולל נושאים פתוחים, תלותים ולו""ז כללי. זה מופיע גם בהאתר הרשמי.",0,NON_LEAK,operational_internal,email,hard,operational_internal|email|hard
לתיעוד פנימי: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט מבצע שקמה המידע הזה נשמר כרגע בבווטסאפ,0,NON_LEAK,public_general,memo,medium,public_general|memo|medium
לתיעוד פנימי - תעדכני בבקשה אם המוצר עולה לדמו מחר או שדוחים לשבוע הבא צריך לסגור את זה מול מנהל פיתוח,0,NON_LEAK,chatty_realistic,memo,hard,chatty_realistic|memo|hard
מתוך הדוח: נא לשמור על סודיות: תוכנית ההשקה של פרויקט נוגה וקוד השם פרויקט דרור מצורפים.,1,LEAK,business_confidential,report,easy,business_confidential|report|easy
לידיעתך - נא לשמור על סודיות: תוכנית ההשקה של שירות אביב וקוד השם מיזם תמר מצורפים.,1,LEAK,business_confidential,chat,medium,business_confidential|chat|medium
מתוך הדוח: נדרש לתאם פגישה עם שירה אברהם בנושא פרויקט ברוש; אין לצרף פרטי זיהוי אישיים. זה מופיע גם בהאתר הרשמי.,0,NON_LEAK,borderline_non_leak,report,easy,borderline_non_leak|report|easy
"נושא: בקשה
לצורך הזיהוי מול הספק הועבר מספר הזהות של יעל לוי: 384811335.",1,LEAK,direct_pii,email,easy,direct_pii|email|easy
לתיעוד פנימי: תעדכני בבקשה אם המוצר עולה לדמו מחר או שדוחים לשבוע הבא. תודה,0,NON_LEAK,chatty_realistic,memo,hard,chatty_realistic|memo|hard
"נושא: בקשה
בדשבורד הציבורי מופיע סטטוס כללי של פרויקט מבצע שקמה. צריך לסגור את זה מול חשב שכר.",0,NON_LEAK,public_general,email,medium,public_general|email|medium
"לתיעוד פנימי - באותו מסמך מופיעים דנה דנינו, danadanino@mailcom, והצעת המחיר הסופית של הלקוח צריך לסגור את זה מול מנהלת משאבי אנוש",1,LEAK,mixed_context,memo,hard,mixed_context|memo|hard
מתוך הדוח: תעדכני בבקשה אם המוצר עולה לדמו מחר או שדוחים לשבוע הבא.,0,NON_LEAK,chatty_realistic,report,easy,chatty_realistic|report|easy
"FIN-039452 | הטופס כולל שם מלא, כתובת הנביאים 14, ראשון לציון, וסכום החזר 35,418 ש""ח.",1,LEAK,mixed_context,ticket,easy,mixed_context|ticket|easy
"  SR-801182 | היעד הכספי לרבעון הוא 31,472 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,NON_LEAK,hard_negatives_with_numbers,ticket,medium,hard_negatives_with_numbers|ticket|medium
FIN-622206 | נדרש לתאם פגישה עם רונית פרץ בנושא מבצע שקמה; אין לצרף פרטי זיהוי אישיים.,0,NON_LEAK,borderline_non_leak,ticket,medium,borderline_non_leak|ticket|medium
"INC-372139 | הטופס כולל שם מלא, כתובת הנביאים 14, חיפה, וסכום החזר 5,758 ש""ח. לא להעביר את זה מעבר לצוות.",1,LEAK,mixed_context,ticket,easy,mixed_context|ticket|easy
FIN-124377 | סיכום השימוע של עדי שלום הועבר בטעות לקבוצה הלא נכונה התיעוד נשמר תחת מבצע שקמה,1,LEAK,hr_legal,ticket,medium,hr_legal|ticket|medium
"נושא: מעקב
קוד האימות של אלון מלכה הוא 483921, לא להעביר הלאה.",1,LEAK,credentials,email,easy,credentials|email|easy
"  לתיעוד פנימי: בנספח מופיעים פרטי החשבון של רונית פרץ: בנק לאומי, חשבון 2895845618.",1,LEAK,financial,memo,medium,financial|memo|medium
INC-510343 | לצורך הזיהוי מול הספק הועבר מספר הזהות של מאיה ביטון: 073840769.,1,LEAK,direct_pii,ticket,hard,direct_pii|ticket|hard
"INC-424163 | בנספח מופיעים פרטי החשבון של רון חדד: דיסקונט, חשבון 3990496626. התיעוד נשמר תחת פרויקט ברוש.",1,LEAK,financial,ticket,easy,financial|ticket|easy
לתיעוד פנימי: הפגישה עם מנהלת משאבי אנוש תתקיים ביום ראשון בחיפה. צריך לסגור את זה מול מנהל אבטחת מידע.,0,NON_LEAK,operational_internal,memo,easy,operational_internal|memo|easy
"לתיעוד פנימי: טבלת הבונוסים כוללת שמות מלאים, שכר והערות אישיות על עובדים",1,LEAK,hr_legal,memo,medium,hr_legal|memo|medium
"דחוף - הועבר סיכום שיחה עם יעל לוי; בתוך ההודעה גם מספר הזהות 633998347 וגם לו""ז לפרויקט פרויקט דרור. כרגע זה פתוח לטיפול של פיתוח.",1,LEAK,mixed_context,chat,medium,mixed_context|chat|medium
"מתוך הדוח: טבלת הבונוסים כוללת שמות מלאים, שכר והערות אישיות על עובדים.",1,LEAK,hr_legal,report,medium,hr_legal|report|medium
מתוך הדוח: הסיסמה הזמנית לחשבון של מיכל כהן היא Welcome2026! ויש להחליף אותה מיד,1,LEAK,credentials,report,medium,credentials|report|medium
"  לתיעוד פנימי: הועבר סיכום שיחה עם דנה דנינו; בתוך ההודעה גם מספר הזהות 398909153 וגם לו""ז לפרויקט מיזם תמר.",1,LEAK,mixed_context,memo,medium,mixed_context|memo|medium
לתיעוד פנימי: בדוח משאבי האנוש מופיעים נתוני שכר של מיכל כהן עבור חודש מרץ.,1,LEAK,hr_legal,memo,easy,hr_legal|memo|easy
"מתוך הדוח: טבלת הבונוסים כוללת שמות מלאים, שכר והערות אישיות על עובדים. כרגע זה פתוח לטיפול של רכש.",1,LEAK,hr_legal,report,hard,hr_legal|report|hard
"HR-437215 | בטבלת ההחזר מופיעים שם הלקוח טל אוחנה, תעודת זהות 527775145 וסכום 16,587 ש""ח",1,LEAK,financial,ticket,hard,financial|ticket|hard
סיכום פגישה: נא לא להפיץ את דוח הגבייה; הוא כולל מספר כרטיס 0825735138811716 של אלון מלכה,1,LEAK,financial,meeting_note,medium,financial|meeting_note|medium
לתיעוד פנימי - הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום. כרגע זה פתוח לטיפול של אבטחת מידע.,0,NON_LEAK,operational_internal,memo,hard,operational_internal|memo|hard
לתיעוד פנימי: מחר נציג את גרסה 4.2 להנהלה בלי לצרף מסמכים נלווים. המידע הזה נשמר כרגע בבסלאק.,0,NON_LEAK,operational_internal,memo,medium,operational_internal|memo|medium
"סיכום פגישה: בדוח מופיע רק שם החברה שופרסל ותאריך יעד 27/3/2026, ללא מידע אישי",0,NON_LEAK,borderline_non_leak,meeting_note,medium,borderline_non_leak|meeting_note|medium
"לתיעוד פנימי: הפגישה עם סמנכ""לית כספים תתקיים ביום ראשון בחיפה צריך לסגור את זה מול מנהל מוצר",0,NON_LEAK,operational_internal,memo,medium,operational_internal|memo|medium
סיכום פגישה: שולח שוב כדי שלא יתפספס - המצגת עודכנה והקישור נשאר אותו קישור. המידע הזה נשמר כרגע בבמסמך הפנימי.,0,NON_LEAK,chatty_realistic,meeting_note,medium,chatty_realistic|meeting_note|medium
מתוך הדוח: סיכום השימוע של נועה מזרחי הועבר בטעות לקבוצה הלא נכונה,1,LEAK,hr_legal,report,medium,hr_legal|report|medium
"HR-291892 | הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים. התיעוד נשמר תחת פרויקט ברוש.",0,NON_LEAK,borderline_non_leak,ticket,hard,borderline_non_leak|ticket|hard
"SR-691408 | סיכום הנהלה: מוצר הדס עולה לאוויר ב-22/7/2026, לא לשתף מחוץ לצוות.",1,LEAK,business_confidential,ticket,easy,business_confidential|ticket|easy
"נושא: מעקב
המסמך מפרט מהלך רכישה אפשרי ופרטי מו""מ שטרם פורסמו. לא להעביר את זה מעבר לצוות.",1,LEAK,business_confidential,email,medium,business_confidential|email|medium
HR-821455 | נא לא להפיץ את דוח הגבייה; הוא כולל מספר כרטיס 0082176115629174 של עדי שלום. צריך לסגור את זה מול מנהל אבטחת מידע.,1,LEAK,financial,ticket,easy,financial|ticket|easy
"  נושא: עדכון
פרטי הקשר של מאיה ביטון: מייל maya.biton@org.co.il, טלפון 0542034654.",1,LEAK,direct_pii,email,medium,direct_pii|email|medium
"FIN-042200 | סיכום הישיבה כולל נושאים פתוחים, תלותים ולו""ז כללי",0,NON_LEAK,operational_internal,ticket,medium,operational_internal|ticket|medium
"סיכום פגישה: הכתובת המעודכנת של מאיה ביטון היא דיזנגוף 90, תל אביב. המידע הזה נשמר כרגע בבווטסאפ.",1,LEAK,direct_pii,meeting_note,easy,direct_pii|meeting_note|easy
